City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
49,ust-nera,64.5667,143.2,-27.92,97,64,0.67,RU,1731463628
50,tiksi,71.6872,128.8694,-21.51,100,98,1.49,RU,1731463332
51,klyuchi,52.2667,79.1667,-9.43,81,100,5.07,RU,1731463630
52,pandaria,22.2333,81.4167,20.16,59,1,1.57,IN,1731463631
53,kindu,-2.95,25.95,20.33,92,56,0.73,CD,1731463354
54,port elizabeth,-33.918,25.5701,16.29,86,0,3.13,ZA,1731463634
55,uturoa,-16.7333,-151.4333,26.44,74,100,6.77,PF,1731463635
56,albany,42.6001,-73.9662,2.45,58,5,1.34,US,1731463636
57,yuzhno-kurilsk,44.0306,145.8556,4.4,54,98,10.74,RU,1731463637
58,markapur,15.7333,79.2833,24.09,89,100,2.27,IN,1731463638
59,east london,-33.0153,27.9116,18.35,70,12,7.06,ZA,1731463639
60,ilulissat,69.2167,-51.1,-2.99,54,75,9.26,GL,1731463640
61,flying fish cove,-10.4217,105.6791,26.82,94,100,4.63,CX,1731463584
62,mata-utu,-13.2816,-176.1745,28.31,71,97,7.09,WF,1731463643
63,saipan,15.1355,145.701,31.39,78,75,7.72,MP,1731463644
64,haiku-pauwela,20.9219,-156.3051,26.2,71,24,12.96,US,1731463645
65,yamada,39.4667,141.95,10.5,47,0,1.73,JP,1731463646
66,nayoro,44.3506,142.4578,2.45,73,100,1.8,JP,1731463648
67,la ronge,55.1001,-105.2842,1.22,82,10,2.63,CA,1731463649
68,stanley,54.868,-1.6985,2.38,76,54,1.95,GB,1731463454
69,tangalle,6.024,80.7911,25.77,86,16,2.08,LK,1731463653
70,alvaraes,-3.2208,-64.8042,27.83,59,59,0.6,BR,1731463654
71,betio village,1.358,172.9211,31.02,70,1,6.74,KI,1731463656
72,gbarnga,6.9956,-9.4722,21.73,98,100,0.88,LR,1731463517
73,daugavgriva,57.0432,24.0361,3.01,98,100,2.57,LV,1731463658
74,hilo,19.7297,-155.09,26.72,88,13,0.45,US,1731463483
75,turpan,42.9333,89.1667,9.8,50,93,0.69,CN,1731463660
76,kaltan,53.5347,87.2457,-9.08,90,100,3.97,RU,1731463661
77,guatire,10.4762,-66.5427,22.44,98,96,0.22,VE,1731463662
78,hermanus,-34.4187,19.2345,14.89,83,100,5.12,ZA,1731463663
79,cabo san lucas,22.8909,-109.9124,21.46,64,72,1.57,MX,1731463447
80,punta arenas,-53.15,-70.9167,10.06,81,75,5.66,CL,1731463666
81,vadso,70.0744,29.7487,4.26,78,100,10.31,NO,1731463667
82,port macquarie,-31.4333,152.9167,23.37,78,96,1.79,AU,1731463668
83,wongsorejo,-7.9908,114.4009,30.48,62,31,2.77,ID,1731463669
84,villa gesell,-37.2639,-56.973,13.97,63,6,3.94,AR,1731463499
85,avarua,-21.2078,-159.775,24.03,64,40,5.14,CK,1731463671
86,kristiansund,63.1115,7.732,13.4,76,100,8.75,NO,1731463672
87,pahrump,36.2083,-115.9839,12.92,21,12,3.59,US,1731463673
88,alghero,40.5589,8.3181,15.05,72,0,3.09,IT,1731463675
89,zaozersk,69.4005,32.4476,1.09,93,100,7.96,RU,1731463676
90,tralee,52.2704,-9.7026,5.88,82,2,1.44,IE,1731463497
91,greymouth,-42.4667,171.2,16.26,45,0,2.77,NZ,1731463678
92,darab,28.7519,54.5444,16.69,41,38,0.83,IR,1731463679
93,valparaiso,-33.0393,-71.6273,16.8,63,0,4.63,CL,1731463680
94,tam ky,15.5667,108.4833,26.47,85,84,1.59,VN,1731463681
95,lebu,-37.6167,-73.65,12.13,84,0,8.88,CL,1731463683
96,invercargill,-46.4,168.35,16.68,66,1,4.02,NZ,1731463684
97,ponnani,10.767,75.9252,25.48,84,96,2.24,IN,1731463685
98,sidney,-33.8679,151.2073,24.64,70,75,3.09,AU,1731463453
99,laascaanood,8.4774,47.3597,22.35,62,1,3.06,SO,1731463687
100,udachny,66.4167,112.4,-20.37,100,100,1.36,RU,1731463688
101,lompoc,34.6391,-120.4579,15.63,65,0,5.66,US,1731463689
102,dzhangala,49.2167,50.3333,-2.8,79,42,3.24,KZ,1731463690
103,rozhyshche,50.9154,25.2691,1.94,80,100,1.8,UA,1731463692
104,nevel'sk,46.6733,141.8633,1.0,49,57,4.82,RU,1731463693
105,susuman,62.7833,148.1667,-22.31,96,100,1.14,RU,1731463694
106,hawaiian paradise park,19.5933,-154.9731,26.04,77,40,3.09,US,1731463695
107,siler city,35.7235,-79.4622,11.51,67,0,3.91,US,1731463696
108,badger,64.8,-147.5333,-18.13,82,40,1.54,US,1731463697
109,egilsstadir,65.2653,-14.3948,5.68,52,0,15.71,IS,1731463698
110,colonia,50.9333,6.95,7.36,79,100,1.54,DE,1731463699
111,funafuti,-8.5243,179.1942,32.0,74,40,3.09,TV,1731463549
112,nguigmi,14.2495,13.1092,24.5,24,0,5.47,NE,1731463702
113,toliara,-23.35,43.6667,22.34,73,49,4.04,MG,1731463703
114,hami,42.8,93.45,8.13,53,44,2.65,CN,1731463704
115,carnarvon,-24.8667,113.6333,26.56,52,55,4.71,AU,1731463705
116,ust'-uda,54.1742,103.0304,-8.87,66,31,1.44,RU,1731463706
117,petropavlovsk-kamchatsky,53.0452,158.6483,-1.67,43,0,4.0,RU,1731463707
118,ribeira grande,38.5167,-28.7,16.54,93,85,1.34,PT,1731463708
119,adam,22.3756,57.5233,21.38,56,44,1.45,OM,1731463709
120,port-gentil,-0.7193,8.7815,26.88,83,68,5.05,GA,1731463711
121,keflavik,64.0049,-22.5624,7.24,70,75,10.8,IS,1731463712
122,formosa do rio preto,-11.0483,-45.1931,20.9,98,99,0.76,BR,1731463713
123,blackmans bay,-43.0167,147.3167,16.07,89,100,0.45,AU,1731463714
124,karasu,41.071,30.7854,12.79,89,100,2.0,TR,1731463715
125,oranjemund,-28.55,16.4333,13.87,90,2,8.55,NA,1731463716
126,murzuq,25.9155,13.9184,17.02,25,97,3.75,LY,1731463717
127,vico del gargano,41.8983,15.9576,10.68,64,100,1.39,IT,1731463718
128,fada,7.25,4.0667,22.75,96,90,0.46,NG,1731463720
129,happy valley-goose bay,53.3168,-60.3315,-4.04,61,100,5.07,CA,1731463721
130,bilibino,68.0546,166.4372,-25.57,99,41,0.93,RU,1731463722
131,whitehorse,60.7161,-135.0538,-3.57,86,100,1.54,CA,1731463567
132,kyadabek,40.5656,45.8161,2.64,80,85,0.4,AZ,1731463724
133,seymour,38.9592,-85.8903,6.79,71,45,3.09,US,1731463725
134,luena,-11.7833,19.9167,15.7,98,94,0.74,AO,1731463613
135,saint-joseph,-21.3667,55.6167,22.21,78,16,2.86,RE,1731463727
136,st. john's,47.5649,-52.7093,13.64,99,100,6.17,CA,1731463492
137,atafu village,-8.5421,-172.5159,28.65,68,0,6.58,TK,1731463730
138,guelmim,28.987,-10.0574,14.19,41,81,2.57,MA,1731463731
139,hithadhoo,-0.6,73.0833,28.47,74,95,7.09,MV,1731463732
140,puerto ayora,-0.7393,-90.3518,21.97,87,32,2.24,EC,1731463733
141,usakos,-22.0,15.6,19.84,33,0,0.23,NA,1731463734
142,iqaluit,63.7506,-68.5145,-15.17,77,98,2.24,CA,1731463735
143,at taj,24.2049,23.2857,14.81,46,0,4.79,LY,1731463736
144,mandimba,-14.3548,35.6515,22.89,70,25,1.43,MZ,1731463737
145,kardla,58.9978,22.7492,6.61,79,100,2.19,EE,1731463740
146,usinsk,65.9939,57.5281,-12.85,87,100,4.24,RU,1731463741
147,namibe,-15.1961,12.1522,22.56,68,100,3.93,AO,1731463742
148,akureyri,65.6835,-18.0878,4.09,64,2,11.06,IS,1731463744
149,myeik,12.4333,98.6,26.9,75,100,1.42,MM,1731463578
150,weno,7.4515,151.8468,27.97,89,100,1.54,FM,1731463746
151,lazaro cardenas,17.9583,-102.2,26.25,79,99,1.79,MX,1731463748
152,baracoa,20.3467,-74.4958,25.9,90,88,2.26,CU,1731463749
153,kailua-kona,19.6406,-155.9956,28.64,76,4,0.45,US,1731463750
154,kill devil hills,36.0307,-75.676,15.55,60,100,7.72,US,1731463751
155,khoyniki,51.8911,29.9552,-1.97,94,13,2.12,BY,1731463752
156,urengoy,65.9667,78.3667,-24.59,100,82,3.29,RU,1731463753
157,asadabad,34.7824,48.1185,8.27,72,12,3.55,IR,1731463754
158,springfield,37.2153,-93.2982,13.14,70,0,4.12,US,1731463755
159,pisco,-13.7,-76.2167,19.03,82,0,2.57,PE,1731463757
160,kayes,14.0,-11.0,25.4,34,4,0.85,ML,1731463758
161,ostersund,63.1792,14.6357,5.9,90,100,3.6,SE,1731463759
162,azle,32.8951,-97.5459,19.05,63,40,3.6,US,1731463760
163,malumfashi,11.7853,7.6218,20.83,33,2,3.65,NG,1731463762
164,port blair,11.6667,92.75,26.02,94,40,1.03,IN,1731463763
165,pemangkat,1.1667,108.9667,28.1,78,98,1.16,ID,1731463765
166,kharp,66.8014,65.8081,-21.31,92,19,3.44,RU,1731463766
167,sevierville,35.8681,-83.5618,10.16,81,0,0.0,US,1731463723
168,wailua homesteads,22.0669,-159.378,25.63,77,40,7.72,US,1731463768
169,saint-philippe,-21.3585,55.7679,22.82,80,7,3.33,RE,1731463769
170,itoman,26.1247,127.6694,27.43,83,75,5.66,JP,1731463770
171,qaqortoq,60.7167,-46.0333,-0.65,90,100,7.95,GL,1731463771
172,yaguajay,22.3272,-79.2378,25.62,93,20,4.69,CU,1731463772
173,howard springs,-12.497,131.047,33.95,58,70,2.07,AU,1731463774
174,brisas de zicatela,15.8369,-97.0419,27.29,89,40,1.54,MX,1731463775
175,kapit,2.0167,112.9333,28.06,79,88,0.35,MY,1731463776
176,alofi,-19.0595,-169.9187,26.94,69,75,8.23,NU,1731463519
177,kapa'a,22.0752,-159.319,26.38,76,40,7.72,US,1731463778
178,ancud,-41.8697,-73.8203,10.27,94,65,2.96,CL,1731463779
179,sovetskaya gavan',48.9723,140.2878,-0.91,44,0,3.95,RU,1731463781
180,rongelap,11.1635,166.8941,28.45,73,12,7.54,MH,1731463783
181,vuktyl,63.8567,57.3094,-9.73,92,100,2.92,RU,1731463784
182,lihue,21.9789,-159.3672,25.97,73,40,7.72,US,1731463785
183,sandacho,34.8833,135.2333,19.1,53,0,5.51,JP,1731463786
184,kolonia,50.9333,6.95,7.36,79,100,1.54,DE,1731463599
185,vilyuchinsk,52.9306,158.4028,-0.85,64,54,5.83,RU,1731463579
186,papatowai,-46.5619,169.4708,16.12,59,4,4.2,NZ,1731463789
187,callao,-12.0667,-77.15,19.29,72,75,5.14,PE,1731463511
188,talcahuano,-36.7167,-73.1167,13.82,72,0,6.69,CL,1731463560
189,college,64.8569,-147.8028,-17.28,79,75,1.54,US,1731463793
190,utrik,11.2278,169.8474,28.52,68,1,6.72,MH,1731463794
191,bikenibeu village,1.3673,173.1241,30.98,66,20,4.12,KI,1731463795
192,sodankyla,67.4167,26.6,1.66,86,100,5.17,FI,1731463796
193,mount gambier,-37.8333,140.7667,18.47,47,24,5.53,AU,1731463797
194,khanjarah,40.5999,33.6153,6.31,78,100,0.29,TR,1731463798
195,oxapampa,-10.5775,-75.4017,14.34,98,98,1.12,PE,1731463799
196,gadzhiyevo,69.2551,33.3362,1.17,91,100,7.67,RU,1731463802
197,tazovsky,67.4667,78.7,-22.64,95,94,4.52,RU,1731463803
198,cockburn town,21.4612,-71.1419,28.3,80,98,5.03,TC,1731463804
199,georgetown,5.4112,100.3354,29.97,74,20,3.09,MY,1731463702
200,vilyuysk,63.7553,121.6247,-14.09,96,94,3.29,RU,1731463806
201,collie,-33.3667,116.15,24.07,37,0,2.61,AU,1731463807
202,yangambi,0.8102,24.4336,21.33,97,100,0.85,CD,1731463809
203,mansa,29.9833,75.3833,19.12,31,0,0.42,IN,1731463810
204,mokhsogollokh,61.4681,128.9203,-18.37,91,46,0.87,RU,1731463811
205,cole harbour,44.6724,-63.4751,4.4,82,100,6.71,CA,1731463782
206,greenland,43.0362,-70.8328,3.57,57,0,5.14,US,1731463813
207,kavieng,-2.5744,150.7967,29.75,67,25,2.33,PG,1731463814
208,cadale,2.7603,46.3222,26.62,80,100,3.37,SO,1731463815
209,ceeldheer,3.8488,47.1806,25.93,86,100,3.56,SO,1731463816
210,winters,38.5249,-121.9708,12.73,80,0,0.0,US,1731463618
211,nar'yan-mar,67.6713,53.087,-6.75,95,100,4.47,RU,1731463819
212,remire-montjoly,4.9167,-52.2667,25.02,94,0,0.0,GF,1731463820
213,kabalo,-6.05,26.9167,19.85,94,8,0.56,CD,1731463821
214,ambon,-3.6954,128.1814,32.08,100,40,2.57,ID,1731463822
215,wildwood,38.5828,-90.6629,9.61,74,100,0.89,US,1731463823
216,orosei,40.3798,9.6929,16.71,73,100,6.08,IT,1731463825
217,port lincoln,-34.7333,135.8667,19.17,60,5,6.98,AU,1731463826
218,hamilton,39.1834,-84.5333,7.27,80,6,0.45,US,1731463809
219,aykhal,66.0,111.5,-15.67,99,100,1.76,RU,1731463828
220,krems an der donau,48.4092,15.6142,2.21,89,30,0.59,AT,1731463829
221,florence,43.7667,11.25,10.59,67,0,2.57,IT,1731463830
222,talnakh,69.4865,88.3972,-23.47,99,99,1.43,RU,1731463831
223,archidona,37.0965,-4.3887,12.02,82,83,1.32,ES,1731463832
224,thompson,55.7435,-97.8558,3.44,81,100,4.08,CA,1731463834
225,codrington,-38.2667,141.9667,17.36,67,15,7.28,AU,1731463835
226,nemuro,43.3236,145.575,4.96,54,67,11.52,JP,1731463836
227,piton saint-leu,-21.2196,55.3151,21.06,60,40,3.09,RE,1731463837
228,sahab,31.8721,36.005,11.35,82,0,2.06,JO,1731463839
229,kuchera,26.9839,73.9719,21.16,33,0,1.99,IN,1731463840
230,ponta delgada,37.7333,-25.6667,19.4,82,20,6.17,PT,1731463841
231,caribou,46.8606,-68.012,-0.76,70,100,9.26,US,1731463843
232,mufumbwe,-13.6833,24.8,16.44,94,100,0.96,ZM,1731463844
233,la passe,45.5549,-0.8967,6.85,92,26,6.6,FR,1731463845
234,enewetak,11.3474,162.3373,28.65,77,57,6.69,MH,1731463846
235,hadibu,12.65,54.0333,24.96,75,13,4.27,YE,1731463847
236,tionk essil,12.7856,-16.5217,23.63,61,96,2.22,SN,1731463848
237,neryungri,56.6709,124.6491,-12.44,87,100,2.77,RU,1731463849
238,murghob,38.1702,73.9667,-7.67,72,27,2.18,TJ,1731463851
239,tongchuanshi,35.0806,109.0897,11.68,92,100,1.26,CN,1731463852
240,queenstown,-31.8976,26.8753,11.51,78,15,1.44,ZA,1731463853
241,wattegama,6.7989,81.4808,25.72,84,2,0.72,LK,1731463854
242,port augusta,-32.5,137.7667,21.07,47,9,8.04,AU,1731463855
243,san patricio,28.017,-97.5169,21.97,64,0,3.36,US,1731463857
244,khovd,48.0056,91.6419,-2.6,23,20,1.92,MN,1731463858
245,pangkalanbuun,-2.6833,111.6167,31.04,61,89,1.5,ID,1731463860
246,vernon,50.2581,-119.2691,3.73,81,42,1.56,CA,1731463861
247,lata,40.1629,-8.3327,8.83,66,47,3.64,PT,1731463862
248,khanabad,36.6825,69.1156,12.63,54,95,0.31,AF,1731463863
249,alpine,32.835,-116.7664,13.7,64,0,3.09,US,1731463864
250,sur,22.5667,59.5289,26.35,50,5,2.05,OM,1731463866
251,amga,60.8953,131.9608,-16.51,94,74,0.94,RU,1731463867
252,nishinoomote,30.7333,131.0,21.86,70,52,8.33,JP,1731463868
253,chemolgan,43.1897,76.5292,3.51,84,100,1.17,KZ,1731463869
254,belyy yar,53.6039,91.3903,-9.06,62,0,6.0,RU,1731463870
255,vorgashor,67.5833,63.95,-27.31,100,100,2.08,RU,1731463598
256,kataysk,56.289,62.5841,-7.26,95,84,3.62,RU,1731463872
257,santa cruz,-17.8,-63.1667,17.7,77,40,5.14,BO,1731463873
258,anadyr,64.75,177.4833,-1.72,79,40,11.0,RU,1731463875
259,longyearbyen,78.2186,15.6401,2.91,75,75,14.4,SJ,1731463754
260,afaahiti,-17.75,-149.2833,23.89,76,37,7.24,PF,1731463877
261,rosedale,39.3201,-76.5155,8.9,52,0,2.57,US,1731463878
262,island harbour,50.724,-1.2758,9.99,68,100,2.68,GB,1731463879
263,palmer,42.1584,-72.3287,3.75,47,0,4.63,US,1731463880
264,pinoso,38.4016,-1.042,7.85,82,100,5.08,ES,1731463881
265,kerikeri,-35.2268,173.9474,20.25,66,90,3.91,NZ,1731463883
266,fuzesabony,47.75,20.4167,-1.12,68,3,1.53,HU,1731463884
267,viana do castelo,41.6932,-8.8329,10.46,70,0,5.33,PT,1731463885
268,alta,69.9689,23.2717,6.59,83,40,5.66,NO,1731463886
